EVENT_ID,STATE_FIPS,CZ_FIPS,WFO,CZ_TIMEZONE,BEGIN_TIMESTAMP,END_TIMESTAMP,DEATHS,INJURIES,DAMAGE_PROPERTY,DAMAGE_CROPS,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_CZ_FIPS,TOR_OTHER_WFO,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,TORNADO_ID
1205498,33,9,GYX,EST-5,1721154540,1721154960,0,0,80000,0,EF1,1.8,250.0,,,7.0,NNE,HANOVER CENTER,5.0,S,ORFORD,43.82,-72.15,43.848,-72.149,"NWS Storm Survey Team confirmed and EF1 tornado touched down in Lyme, NH on the evening of July 16th. The tornado first touched down near Post Pond, downing numerous trees along the western shoreline. Overall path width was narrow at first, approximately 25 yards. The tornado tracked almost due north and crossed Route 10 causing sporadic tree damage. Once the tornado reached Whipple Hill Rd. the circulation become wider in the field areas. Hundreds of trees were |snapped and uprooted through this area along with a garage being picked up and moved 15 feet. Trees also fell onto the roof of a home. The tornado continued to track north up Culver Hill Rd. and remained wide, approximately 200 to 250 yards. Once it reached the top of the hill,  tree damage continued to increase in severity as the tornado strengthened. Some roof damage occurred on a few homes as trees and branches fell into homes. The tornado quickly lifted north of Tavern Ln. Overall, approximately 500 to 1000 trees were snapped or uprooted along with minor damage to at least 5 homes.",0
1205590,48,61,BRO,CST-6,1720446060,1720446060,0,0,0,0,EFU,0.5,20.0,,,1.0,WNW,COMBES,1.0,WNW,COMBES,26.26,-97.75,26.26,-97.75,City of Combes shared a picture of a landspout northeast of Woods Road just before 3 PM CDT. Radar estimated time and location.,0
1205723,19,141,FSD,CST-6,1721491800,1721491980,0,0,0,0,EFU,0.62,25.0,,,3.0,WNW,PRIMGHAR,4.0,NW,PRIMGHAR,43.1042,-95.6847,43.1115,-95.6918,A brief landspout developed just west of Redwing Avenue around one-half mile north of 380th Street. The landspout tracked generally northwest over open farmland before it lifted just south of 370th Street. Visible damage was not indicated via satellite or from reconnaissance of the area. The location was triangulated from landmarks on a drone video.,0
1205966,48,69,LUB,CST-6,1726940700,1726940820,0,0,0,0,EFU,1.27,50.0,,,4.0,NNW,NAZARETH,4.0,N,NAZARETH,34.6021,-102.1306,34.6081,-102.1094,Local broadcast media relayed a video report of a tornado in an open field approximately four miles north of Nazareth.,0
1206020,46,67,FSD,CST-6,1722449220,1722449220,0,0,0,0,EFU,0.01,10.0,,,3.0,NW,KAYLOR,3.0,NW,KAYLOR,43.22,-97.89,43.22,-97.89,A landspout was observed to very briefly touch down in an open field east of 415th Avenue and south of 287th Street. No damage was observed to indicate intensity.,0
1206152,8,125,GLD,MST-7,1723390860,1723390980,0,0,0,0,EFU,0.46,25.0,,,2.0,NW,VERNON,2.0,WNW,VERNON,39.9512,-102.3129,39.945,-102.3099,Storm chaser relayed a photo to us of a shed in Vernon that appeared to be thrown to the west about 75 feet. The direction of the storms were to the southeast. Tornado rated EF-U because we were un able to determine how structurally sound the shed was before the tornado occurred.,0
1206380,31,151,OAX,CST-6,1719870360,1719870420,0,0,0,0,EF0,0.26,80.0,,,5.0,SW,DORCHESTER,4.0,SW,DORCHESTER,40.604,-97.182,40.605,-97.177,"A narrow area, less than 100 yards across with several damaged trees and downed limbs was documented along Highway 15. Roads off of the highway near this location were impassable. This damage lines up perfectly with tight radar indicated rotation, and with a funnel observation. Peak winds in this tornado were estimated at 74 miles per hour. The width of this tornado was measured to be at 80 yards.",0
1206381,31,109,OAX,CST-6,1719874200,1719874440,0,0,0,0,EF1,2.28,300.0,,,2.0,WSW,ROKEBY,1.0,E,ROKEBY,40.71,-96.76,40.72,-96.72,"This tornado touched down along SW 27th street just south of West Rokeby Road and quickly produced EF1 damage as it moved northeast. Extensive tree damage was noted to several acreages along the path to the south of Rokeby Road. A horse boarding facility sustained significant damage where 6 small stable barns were destroyed. The tornado crossed north of Rokeby Road shortly after hitting the horse farm, moving more east, nearly parallel to Rokeby Road for about a mile. During this time, a few acreages sustained significant damage. Half of an outbuilding was completely destroyed as well as a large silo. The tornado continued east of SW 12th Street damaging large trees before lifting just east of South 1st street.",0
1206420,4,17,FGZ,MST-7,1722007920,1722007920,0,0,0,0,EF0,1.0,10.0,,,6.0,NE,CLAY SPGS,6.0,NE,CLAY SPGS,34.42,-110.21,34.42,-110.21,Photo of landspout tornado was taken from 1 mile north of Snowflake. Submitter estimated the landspout to be about 10 miles to the southwest of their location.,0
1206603,18,35,IND,EST-5,1727030340,1727030400,0,0,50000,0,EF0,0.07,10.0,,,1.0,NNE,CAMMACK,1.0,NNE,CAMMACK,40.2125,-85.4942,40.2127,-85.4929,"The landspout occurred at the northern end of the small Cammack neighborhood within the north side of the Yorktown area, specifically immediately east of the northern end of Cammack Street.  Here the narrow vortex tracked to the east-northeast, quasi-parallel, yet across the longitudinal axis of a 200 by 80 foot pole barn.  The landspout both began and ended at approximately 1839 EST.||The barn sustained damage to portions of its west side where the wall collapsed inwards;  although little to no damage occurred to the frame/structure of the building. |Primarily sheet metal was blown inward into the building and outward back to the west, while remaining parts of the metal building were not damaged.  No other damage was found to adjacent properties.",0
1206662,49,37,GJT,MST-7,1721480400,1721484000,0,0,0,0,EFU,0.1,10.0,,,0.0,N,VERDURE,0.0,N,VERDURE,37.78,-109.35,37.78,-109.35,"One of several thunderstorms across Southeast Utah on the afternoon of July 20th began to rotate and produced a landspout tornado near Verdure in San Juan County, UT, along US Highway 191. This landspout was reported to the Grand Junction NWS office by a trained spotter, and this report was later confirmed by images and video provided by a media partner in the Salt Lake City NWS office's area.",0
1206794,18,61,LMK,EST-5,1720094700,1720094760,0,0,0,0,EF0,0.97,125.0,,,2.0,SSW,CORYDON JCT,2.0,WSW,CRANDALL,38.2731,-86.1122,38.2688,-86.0952,"The National Weather Service in Louisville confirmed an|EF0 tornado in Harrison County, Indiana, just north of Corydon. |The tornado began just west of Indiana State Road 135 just south of Highway 335. |A two story home had shingle damage, with their older outbuilding|destroyed. The outbuilding boards were displaced 50 yards, going|in multiple directions, and several trees were topped and|twisted. Winds were 80 mph, EF0, with a width of 100 yards. |The tornado crossed Highway 135 into an open field and topped and|uprooted some cedar trees. The tornado damaged some trees along|Indian Creek, before doing more substantial tree damage along|Elwanger Road and Tee Road. Trees were twisted, topped, and|uprooted. One maple tree was topped, falling on and destroying a vehicle. Multiple power lines were down as well with at least one older power pole down. Winds were 85 mph, EF0, with a width of 125 yards. The tornado lifted before Raccoon Branch.",0
1206818,21,111,LMK,EST-5,1720096020,1720096080,0,0,0,0,EF1,0.51,170.0,,,1.0,WNW,LOUISVILLE,1.0,WNW,LOUISVILLE,38.2345,-85.8019,38.2321,-85.7933,"A National Weather Service storm survey determined an EF1 tornado briefly touched down in West Louisville during the early afternoon hours on July 4th. The tornado initially caused a broad swath of damage, with the damage path becoming more narrow before lifting.  ||The damage began to a Baptist Fellowship Center just north of |Woodland Avenue along Catalpa Street. The nearby church sustained shingle |damage, but also had some window damage on the more protected |north facing side of the building. South of Woodland Avenue, a |witness saw twisting motion, and there a black walnut tree branch |fell to the west onto a neighbor's house and a tree from that home |fell onto his truck.  As the tornado tightened up, several tree|branches fell onto vehicles and structures.  A few bigger trees|were uprooted as well, including one that pulled down some power|poles as it fell.  In another place, the tornado pulled back part|of a roof on a two-story residence.  Farther east, the vinyl|siding was stripped off a north-facing wall of another two-story|residence.  ||As the tornado continued east and east southeast, crossing Wilson Avenue, it narrowed quite a bit, causing more isolated tree damage before it lifted just east of 23rd Street and north of Standard Avenue.",0
1206824,21,57,LMK,CST-6,1720530000,1720530060,0,0,0,0,EF0,0.36,200.0,169,LMK,2.0,N,DUBRE,2.0,N,DUBRE,36.8524,-85.545,36.857,-85.548,"A National Weather Service storm survey team determined that a brief EF0 tornado|touched down on the afternoon of July 9. The tornado touched down|about a half mile north-northwest of the Highway 90 and Ferris Fork Road|intersection where two large trees were downed, facing back|to the southeast. Just downstream of that, a residence was hit and this|is where the tornado quickly reached its widest point and|strongest winds. Here, several hardwood and softwood trees had|large limbs broken or were uprooted. Ground and aerial survey|with a drone both confirmed that trees were laying in multiple|directions, including in opposite directions of storm motion.|There was very little structural damage, an indication that the|tornado was struggling to keep in contact with the ground, and|likely a contributing factor to the relative weakness of the|tornado. Peak winds here were 80 to 85 MPH. ||The tornadic circulation continued in a generally northerly direction for |the next three quarters of a mile, hugging the west side of Cedar |Ridge, and just to the east of Ferris Fork Road. At this point, the tornado crossed into extreme southeastern Metcalfe County, where it remained on the ground for about one-half mile before lifting.",0
1206826,21,169,LMK,CST-6,1720530000,1720530060,0,0,0,0,EF0,0.54,200.0,,,3.0,E,WILLOW SHADE,3.0,ENE,WILLOW SHADE,36.857,-85.548,36.8648,-85.5478,"The tornadic circulation continued from Cumberland County into Metcalfe County, hugging the west side of Cedar Ridge just to the east of Ferris Creek Road and Earl Hurt Road. The tornado lifted about 1.9 miles north-northeast of Dubre at a residence |along Earl Hurt Road after uprooting several more trees that were|oriented in multiple directions. A drone was flown along the|western edge of the ridge line between the initial residence that|was impacted and the lifting point, and very little limb damage|was noted. It is likely that there was some terrain interaction|along the western edge of Cedar Ridge that helped with the|circulation. Overall, the EF0 tornado was on the ground for just|under 1 mile with a maximum path width of 200 yards. There was|additional straight-line wind damage consistent with 70 to 80 mph|winds that was noted right on Ferris Fork and Ferris Creek Roads|that all had east-northeasterly orientation and appears to be inflow into the|main tornadic circulation just a couple hundred yards to the east.",0
1206988,35,57,ABQ,MST-7,1726924380,1726924560,0,0,0,0,EFU,1.09,50.0,,,1.0,NW,CLINES CORNERS,2.0,NNW,CLINES CORNERS,35.023,-105.69,35.038,-105.684,"A tornado producing no damage touched down just northwest of Clines Corners between I-40 and U.S. Highway 285, travelling northeast. A survey revealed no apparent damage with an estimated width of 50 yards and path length of approximately one mile.",0
1207065,37,19,ILM,EST-5,1722956940,1722957120,0,0,5000,0,EF0,0.33,40.0,,,3.0,SSW,REGAN,3.0,SSW,REGAN,33.9782,-78.5899,33.9815,-78.5941,"A small tornado associated with Tropical Storm Debby's rain bands started near Ash Little River Road NW, where it caused a concentrated area of damage at a large property. Several Bradford Pear trees were uprooted or snapped along the property's|driveway. Large limbs were also snapped in a stand of trees northwest of the driveway and minor damage to fencing and the removal of one panel of flashing near the home's roof was also found. The tornado likely continued northwestward into a dense|forest based on the persistence of a tornado debris signature detected by a weather radar located approximately 10 miles east of the tornado.",0
1207066,37,141,ILM,EST-5,1723038180,1723038300,0,0,0,0,EF0,1.79,35.0,,,10.0,ENE,SHELTER NECK,8.0,ENE,SHELTER NECK,34.6617,-77.6903,34.6674,-77.7211,"A weak tornado associated with Tropical Storm Debby's rain bands snapped a tree at a property off of Old Maple Hill Road North and downed numerous large limbs in a concentrated path westward through the intersection of NC-50 with Old Maple Hill Road North. From eyewitness accounts, the tornado continued across a large|farm field and lifted soon after crossing NC-53.",0
1207067,37,141,ILM,EST-5,1723036140,1723036200,0,0,0,0,EF0,0.07,40.0,163,RAH,6.0,WNW,PENDERLEA,6.0,WNW,PENDERLEA,34.683,-78.1475,34.6834,-78.1485,A weak EF-0 tornado touched down in far northern Pender County before crossing into Sampson County along Willard Road. Multiple tree limbs and skinny hardwood trunks were found snapped as it crossed into a field where corn stalks were laid out in a wavy convergent path.,0
1207072,46,21,ABR,CST-6,1724871000,1724872800,0,0,0,0,EF2,5.42,200.0,,,9.0,WSW,MOUND CITY,6.0,SW,MOUND CITY,45.6837,-100.2431,45.6695,-100.159,"At 7:50 pm CDT, the tornado touched down on the west side of|South Dakota Highway 1804, just north of 118th St. Within a few minutes of being|on the ground, it tracked east and crossed South Dakota Highway 1804, tossing|hay bales in its path. Between 8:00-8:05 pm CDT, the tornado|continued in a more southeast direction, crossing 118th St and|encountering an electric transmission line, resulting in the|collapse of three electrical transmission towers. The tornado|then continued east-southeast toward 119th St, where it|encountered a farmstead. At this location, multiple trees were|broken, snapped, and uprooted. One small shed was lifted, another|had its walls collapse, and a machine shed had its doors blown|out. The main house lost windows, and a tractor lost its doors|facing east and west, although the front and back windshields|remained intact. Additionally, a trailer was rolled onto the|road, and other farm implements were destroyed or moved. Between|8:05-8:10 pm CDT, the tornado would cross to the south of 119th|St, flipping a haybine to the west and through a fence. The main|tornadic circulation broadened and tracked east, becoming nearly|stationary at times as it traversed over cropland between 299th|and 301st Ave. Many smaller tornadic vortices were|noted on video accounts during this period. Toward the end of the tornado|cycle, between roughly 8:15-8:20 pm CDT, it intensified once|again, becoming narrower and tracking from southwest to|northeast, crossing 119th St between 301st and 302nd Ave. The|track was clearly seen through a corn crop before lifting. Around|this same time, a distinct smaller tornado/vortex damaged a|farmstead. At this location, a tree was uprooted, a silo was|dented, and two shop buildings lost roof panels and doors.|Additionally, a travel trailer was rolled 100 feet across 119th|St, with debris tossed from north-northeast to south-southwest|into a cornfield. Two other smaller tornadic circulations were|also noted in the corn crop just west of the intersection of|302nd Ave and 119th St.",0
1207074,46,21,ABR,CST-6,1724874600,1724874720,0,0,0,0,EFU,0.87,20.0,,,4.0,ESE,MOUND CITY,5.0,ESE,MOUND CITY,45.6884,-99.9942,45.6974,-99.9817,"A tornado touched down roughly 4.5 miles southeast of Mound City, SD in open crop and grassland. Photo and video evidence of the tornado was documented. The track was also noted on high resolution satellite imagery.",0
1207221,13,33,CAE,EST-5,1727326380,1727326620,0,0,5000,0,EF0,2.27,50.0,,,1.0,NE,VIDETTE,1.0,SW,GOUGH,33.0368,-82.2431,33.0697,-82.2422,"A brief tornado touched down just east of Vidette, GA on 9/26/24.|This was in association with the initial outer bands of Hurricane|Helene. The tornado is radar/EM confirmed as the widespread|damage to trees and infrastructure in Burke County, GA made it|impossible to survey this tornado after the fact. The tornado|produced tree and power line damage along its path before lifting|just north of State Route 305.",0
1207234,45,75,CAE,EST-5,1727343540,1727344980,0,0,0,0,EF1,13.36,1100.0,,,5.0,SW,ROWESVILLE,2.0,W,GREAT BRANCH,33.3231,-80.915,33.4957,-81.0022,"A long-track, EF1 tornado touched down east of Canaan, SC on|9/26/24. It produced widespread tree damage along its path|northwestward, producing EF1 damage to trees in multiple spots|west of Cordova, SC. The tornado initially moved north before crossing |Blewer Road and Elder Branch Road, causing EF1 tree damage in the |area. The tornado then turned northwest near Cordova and caused |additional EF1 tree damage along Leraleigh Road. It finally lifted near |Gravel Hill, SC after producing mostly minor tree damage near the town.",0
1207235,45,27,CAE,EST-5,1727385420,1727385480,0,0,0,0,EF0,1.31,50.0,,,2.0,SSW,MANNING CLARENDON AR,2.0,WSW,MANNING CLARENDON AR,33.5577,-80.2287,33.5694,-80.2466,"A brief, EF0 tornado touched down along the northeastern side of|Lake Marion on Sept 26, 2024. The tornado began its life near|Russel Dr and produced minor tree damage along its path before|lifting north of Pearson Rd.",0
1207392,45,75,CAE,EST-5,1727393580,1727394780,0,0,0,0,EF1,15.8,800.0,17,CAE,1.0,SW,PROVIDENCE,5.0,N,FOUR HOLES,33.388,-80.5684,33.552,-80.7351,"A long track EF-1 tornado from an outer band of Tropical Storm Helene began in eastern Orangeburg County and crossed into western Calhoun county north of Cameron Rd, just southwest of Cameron. The tornado began west of Providence near Little Bull Swamp and then continued northwest crossing Five Chop Road. Moving northwest, EF-1 tree damage was observed along Wild Hearts Road, Whisperwood Road, and Sleepy Hollow Road. The tornado then crossed Cameron Road northeast of Orangeburg. Scattered EF-0 damage was observed in Calhoun County.",0
1207393,45,17,CAE,EST-5,1727394780,1727396220,0,0,0,0,EF0,17.6,800.0,,,1.0,W,CAMERON,2.0,WNW,HAMMOND XRDS,33.552,-80.7351,33.7588,-80.908,"A long track EF-1 tornado from an outer band of Tropical Storm Helene began in eastern Orangeburg County and crossed into western Calhoun county north of Cameron Rd, just southwest of Cameron. While EF-1 damage was observed in Orangeburg County, EF-0 tree damage was observed in Calhoun County along Hwy 176. The tornado lifted along Highway 176 near Big Beaver Creek.",0
1207394,45,75,CAE,EST-5,1727396100,1727396880,0,0,0,0,EF0,13.77,500.0,,,0.0,WNW,DORANGE,2.0,NNE,ROWESVILLE,33.223,-80.7256,33.4,-80.8347,"A weak tornado developed early on 9/27 in association with|Hurricane Helene's outer rain bands. Weak, EF0 tree damage began|near Highway 78 just inside Orangeburg County and then moved|north-northwestward. The tornado crossed Cattle Creek Road, then|turned slightly more northerly before crossing Bowman Branch|Highway. Continuing north, the tornado caused damage along|Funchess Rd and continued north-northwestward before ending near|Garland Road north of Rowesville.",0
1207395,45,75,CAE,EST-5,1727407020,1727407740,0,0,0,0,EF0,17.04,800.0,,,4.0,NE,DORANGE,4.0,ENE,ORANGEBURG ARPT,33.2558,-80.6651,33.4723,-80.7921,"A weak tornado occurred on 9/27 in association with Hurricane|Helene's outer rain bands. This tornado began just inside the|Orangeburg county line along Reevesville Rd near Rigby Rd.|EF0 tree damage was most common along the path as the tornado|moved northward, crossing Wayside Dr and Highway 210. The tornado|then turned northwestward along Highway 178 then veering back|north before dissipating on the north side of Highway 301.",0
1207672,51,179,LWX,EST-5,1723142940,1723143660,0,0,250000,0,EF1,6.92,150.0,,,1.0,NE,GLENDIA,4.0,WSW,RUBY,38.4097,-77.5131,38.4883,-77.5925,"National Weather Service Baltimore/Washington Weather Forecast Office staff conducted a ground survey of storm damage in western Stafford County that occurred on Thursday evening, August 8, 2024. NWS Doppler Radar in Sterling, Virginia showed a rotating severe thunderstorm that produced a tornado just before 8pm August 8, 2024.||The tornado touched down one mile northwest of Glendie, Virginia in the vicinity of Kellogg Mill Road and Mt. Olive Road around 7:49 PM EDT. Multiple large trees were snapped at the trunk and uprooted, leading to the closure of Mt. Olive Road for a period of time Thursday evening. The tornado continued northwest toward the Saratoga Woods and Manor Woods Estates subdivision. Multiple medium to large trees were uprooted, branches sheared off, or otherwise damaged along Arden Lane and Mt. Olive Road.||The tornado traveled toward the Poplar Manor subdivision along Stony Hill Road. One tree was snapped and uprooted along Stately Avenue with another smaller tree and branches sheared off toward the back end of Poplar Avenue. This damage coincides with tightening rotation that was indicated on the KLWX radar around 7:55 PM EDT.||By 7:57 PM, radar picked up a tornado debris signature as the storm moved northwest along Potomac Run toward Hartwood Road. Several medium to large trees were uprooted, branches sheared off, or otherwise damaged between the 1600 block of Hartwood Road and Park Farm Lane. One tree fell onto a structure in this location, but no other structural damage nor casualties were reported.||The tornado continued to strengthen as it continued north-northwest toward the Sullivan Estates subdivision a half mile west of Heflin, VA. This is where the most noteworthy damage as found which coincides with the strongest tornado debris signature on radar between 7:58 PM EDT and 8:00 PM EDT. Several medium to large trees were uprooted, branches sheared off, or otherwise damaged in this area. The worst damage was back along the 300 block of Kingdom Drive where multiple large trees were either snapped mid way or uprooted in a convergent pattern, including one tree that fell onto a residence and damaged both the roof and garage. Luckily no injuries were reported although damage was observed to both the roof and garage of the structure.||Additional small to medium sized trees were uprooted or snapped along the 100 block of Castlebar and Ireland Drive. This is where the tornado debris signature weakened. The tornado lifted near the intersection of Castlebar Drive and Ireland Drive.",0
1207673,51,107,LWX,EST-5,1723148340,1723148940,0,0,250000,0,EF1,4.3,100.0,43,LWX,2.0,WSW,BLOOMFIELD,5.0,WNW,BLOOMFIELD,39.0202,-77.831,39.0614,-77.891,"National Weather Service Baltimore/Washington Weather Forecast Office staff conducted a ground survey of storm damage in western Loudoun County, VA, into far eastern Clarke County, VA, that occurred on Thursday evening, August 8, 2024. NWS Doppler Radar in Sterling, Virginia showed a rotating severe thunderstorm that developed a tornado.||The tornado touched down north of Willisville where scattered tree damage in the form of downed and sheared off branches were observed. The tornado traveled west-northwest through the fields of horse farms along Foxlease Lane before producing additional tree damage along Newstead Lane. Several dozen trees were uprooted, branches sheared off, or otherwise damaged in this area. No damage to buildings or barns was noted. The tornado then continued moving west-northwest into rural farmland with sporadic tree damage.||By the time the tornado approached Trappe Road, the damage became more concentrated. Considerable tree damage was observed to the  farmsteads east and west Trappe Road. Multiple tree lines had trees sheared off at the top. The most widespread damage was to wooded areas along the eastern facing slopes of the Blue Ridge. The hillside had approximately a hundred yard wide stretch of damage moving the entire way up the ridge. In this area, several hundreds of trees were visibly sheared at the top, uprooted, or otherwise damaged. The resulting downed trees were laying in every direction.",0
1207675,51,43,LWX,EST-5,1723148940,1723149000,0,0,25000,0,EF0,0.46,100.0,,,7.0,E,CLAYTONVILLE,7.0,E,CLAYTONVILLE,39.0614,-77.891,39.0662,-77.897,"As the tornado continued further west towards the top of the Blue Ridge, additional tree damage was observed in the vicinity of Blue Ridge Mountain Road and Morgans Mill Road where approximately two dozen trees were uprooted and others sustained branch damage. The tornado then dissipated as it moved westward into Clarke County, VA.",0
1207676,54,3,LWX,EST-5,1723157400,1723157520,0,0,50000,0,EF0,0.49,150.0,,,4.0,WNW,TOMAHAWK,4.0,WNW,TOMAHAWK,39.551,-78.111,39.557,-78.116,"Berkeley County WV Emergency Management and the National Weather Service Baltimore/Washington Forecast Office conducted a survey of storm damage that occurred near Hedgesville in Berkeley County, West Virginia on Thursday night, August 08, 2024.||NWS Doppler Weather Radar in Sterling, Virginia showed a rotating thunderstorm that developed a tornado based on this survey. The damage was first noticed at 11:50 PM EDT around the intersection of Wampum Lane and Lodge Road where a large tree was uprooted and branches were snapped. The tornado continued on a path to the |northwest where most of the damage was concentrated on Brumbaugh Lane at 11:51 PM EDT. Several trees were uprooted and a few trees were snapped about midway up. Numerous large branches were down across the area as well. The direction of the damage appeared to be chaotic. The last noted damage was along the 200 block of Mound Builder Loop where several trees were uprooted and one snapped.",0
1207848,45,75,CAE,EST-5,1727409360,1727409480,0,0,0,0,EF0,1.53,180.0,,,1.0,NNW,EUTAW SPGS,2.0,NE,EUTAWVILLE,33.4088,-80.3067,33.4201,-80.3292,"A brief, EF0 tornado touched down northwest of the town of Eutaw|Springs on September 27. It began along Sinkler Avenue and|produced minor tree damage along its path before lifting along|Belvedere Dr near Fountain Lake.",0
1207849,45,85,CAE,EST-5,1727411520,1727411880,0,0,45000,0,EF0,4.56,1000.0,,,3.0,ESE,STATEBURG,2.0,ENE,CLAREMONT,33.9291,-80.4901,33.9774,-80.5436,"A brief, but wide, EF-0 tornado associated with Hurricane Helene |began near Squaw Valley Road north of Wedgefield in Sumter County |at 532 AM. The tornado uprooted multiple trees and snapped large|branches as it moved north across Cane Savannah Rd and eventually|Route 76/378. It continued into a neighborhood causing additional|large tree damage, with a tree falling across Brookland Drive.|One home on Brookland Drive suffered damage from a large|tree falling on it, while other yards had multiple large limbs|snapped and/or trees uprooted. The tornado continued northwest|causing a large tree to uproot and fall across powerlines and|North Kings Highway which caused traffic delays. The tornado|turned slightly more northward where it uprooted trees and|snapped large limbs near the Beech Creek Golf Club before it|lifted around 538 AM.",0
1207850,45,27,CAE,EST-5,1727411760,1727411820,0,0,0,0,EF0,0.29,50.0,,,5.0,SSW,ST PAUL,4.0,SSW,ST PAUL,33.5197,-80.4321,33.5236,-80.4342,"A brief tornado touched down on the east side of I95, crossing|over and doing minor tree damage along Saint Paul Rd and Cooper|Lane.",0
1207982,27,91,MPX,CST-6,1716302880,1716303060,0,0,0,0,EF0,2.28,75.0,,,2.0,S,FAIRMONT,1.0,SSE,FAIRMONT ARPT,43.6236,-94.4659,43.6408,-94.4269,"A tornado touched down on Hall Lake and moved northeast. Numerous photos with locations enabled this to be a virtual survey. The photos are not able to be shared on this site. The beginning of the path was estimated based on photos of the tornado over Hall Lake. Two pontoons were flipped along the shore of Hall Lake. Several dozen trees were broken and a fence was blown down. Near the end of its path, a small metal shed had part of one side blown outward. The estimated maximum wind speed was 75 mph.",0
1207996,27,49,MPX,CST-6,1716309660,1716309720,0,0,0,0,EF0,0.69,25.0,,,5.0,E,WELCH,5.0,W,RED WING,44.5599,-92.6359,44.569,-92.63,The tornado broke about 12-15 trees in three different groves. Two evergreens were also tipped over. It also carved out a path through some tall grasses. The estimated maximum wind speed was 70 mph.,0
1208006,55,35,MPX,CST-6,1716314160,1716314820,0,0,0,0,EF1,9.47,440.0,,,0.0,WNW,AUGUSTA,2.0,S,WILSON,44.6809,-91.1223,44.8005,-91.0282,"Hundreds of trees, possibly several thousand, were uprooted or broken by the tornado. Some landed on houses, sheds and vehicles, especially along the southeast edge of Lake Eau Claire, where many homes were located. A farm was hit near the end of the tornado. The ending point was determined via Sheriff's Office drone video.",0
1208154,27,129,MPX,CST-6,1717348680,1717348740,0,0,0,0,EF0,0.31,25.0,,,6.0,S,SACRED HEART,6.0,S,SACRED HEART,44.6948,-95.3342,44.6989,-95.3315,A storm chaser filmed a brief tornado. It broke a few large branches before moving into an open field and dissipating.,0
1208293,18,113,IWX,EST-5,1727190780,1727192160,0,0,500000,0,EF1,7.47,230.0,,,3.0,NNW,KIMMELL,3.0,NNW,COSPERVILLE,41.4319,-85.5737,41.5236,-85.4971,"Eyewitness reports and an NWS Storm Survey confirmed a tornado started just east of Engle Lake, knocking down trees in a residential area. As it continued north, some of the strongest damage was sustained to a house, which had some of its roofing ripped off and a wall pushed in. Other houses and farm buildings sustained roof damage and more trees were knocked down or snapped as it continued on crossing highway 6. One large chicken building had its entire outer shell removed. It came to an end just before the Noble/Lagrange county line. Maximum sustained winds were estimated at around 105 mph.",0
1208297,18,87,IWX,EST-5,1727193660,1727194080,0,2,300000,0,EF1,1.92,125.0,,,1.0,NNE,VALENTINE,2.0,SSW,PLATO,41.5975,-85.3706,41.6176,-85.3453,"The same storm that produced the EF1 tornado in Noble county, intensified once again, producing yet another tornado near the intersection of County Roads 300 S and 300 E. It continued northeast damaging barns and knocking down trees. It completely destroyed an outbuilding and ripped the roof off and knocked the walls down of a chicken housing structure. The tornado dissipated shortly thereafter in a field. A horse and buggy was blown over in the 2900 block of County Road E 300 S, with 2 occupants suffering minor injuries. Maximum sustained winds of 95 mph were estimated.",0
1208304,18,141,IWX,EST-5,1727196540,1727196660,0,0,25000,0,EF0,0.29,125.0,,,2.0,ESE,INDIAN VLG,2.0,ESE,INDIAN VLG,41.7065,-86.185,41.7071,-86.1793,The combination of video relayed by local media and an NWS storm survey concluded that a weak tornado occurred. The tornado began in the vicinity of the east side of the Meier store parking lot. Medium sized tree branches were downed near the beginning of the tornado path.  The tornado tracked east and affected the La-Z-Boy Furniture store and the Potbelly restaurant where some large tree branches were downed.  The tornado crossed North Main Street with some additional medium sized tree limbs downed near Raising Cane`s restaurant.  The tornado then dissipated over an adjacent|field to the west of the St. Joseph Health System medical facility. Maximum sustained winds were estimated at around 70 mph.,0
1208315,26,59,IWX,EST-5,1727198520,1727198580,0,0,100000,0,EF0,0.11,50.0,,,2.0,WNW,AUSTIN,2.0,WNW,AUSTIN,41.7376,-84.7356,41.7382,-84.7336,"Minor damage occurred to 2 barns on Austin Road, between S Edon Rd and Gilmore Road. The circulation was only briefly on the ground with estimated wind speeds of around 65 mph.",0
1208327,18,75,IWX,EST-5,1727030700,1727031060,0,0,500000,0,EF1,2.74,75.0,,,2.0,NNE,BLAINE,0.0,NNE,PORTLAND,40.4274,-85.0274,40.4344,-84.9766,"A tornado developed near the intersection of W 75 S and Joan Dr and quickly gained|intensity as it tracked east-northeast, hitting the Portland High School which sustained considerable roof damage. Several homes nearby sustained roof damage along with considerable tree damage noted along the track of this tornado. As the tornado was dissipating it caused extensive roof damage to the second story portion of the American Legion. Maximum sustained winds were estimated to be around 110 mph.",0
1208330,18,75,IWX,EST-5,1727030520,1727030640,0,0,0,0,EFU,0.21,50.0,,,2.0,NNE,BLAINE,2.0,NNE,BLAINE,40.427,-85.0383,40.4273,-85.0345,"Drone footage shows evidence of a short track tornado in a corn field just east of the Salamonie river south of CR W 75 before it dissipated. Given the lack of an defined DI, the tornado will be classified as an EFU.",0
